source_record_id,title,issued_date,released_date,modified_date,next_update_date,landing_page,download_url,publisher,keywords,description,raw_json
6b8f-5372,Emergency Medicine Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/6b8f-5372,https://data.cms.gov/provider-data/sites/default/files/resources/3afc3d414b2fadb494f6270749bdd417_1722902724/Emergency_Medicine.csv,Centers for Medicare & Medicaid Services (CMS),Emergency Medicine,Returns emergency medicine office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns emergency medicine office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/3afc3d414b2fadb494f6270749bdd417_1722902724/Emergency_Medicine.csv"", ""mediaType"": ""text/csv"", ""title"": ""Emergency_Medicine.csv""}], ""identifier"": ""6b8f-5372"", ""issued"": ""2024-08-05"", ""keyword"": [""Emergency Medicine""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/6b8f-5372"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Emergency Medicine Office Visit Costs""}"
c14e-6492,Diagnostic Radiology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/c14e-6492,https://data.cms.gov/provider-data/sites/default/files/resources/3fae2513816b319dc754ff9c46d5f04c_1722902723/Diagnostic_Radiology.csv,Centers for Medicare & Medicaid Services (CMS),Diagnostic Radiology,Returns diagnostic radiology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns diagnostic radiology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/3fae2513816b319dc754ff9c46d5f04c_1722902723/Diagnostic_Radiology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Diagnostic_Radiology.csv""}], ""identifier"": ""c14e-6492"", ""issued"": ""2024-08-05"", ""keyword"": [""Diagnostic Radiology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/c14e-6492"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Diagnostic Radiology Office Visit Costs""}"
d796-7f06,Dermatology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/d796-7f06,https://data.cms.gov/provider-data/sites/default/files/resources/20ea6e922a2c3ecbdf266b128a18c13a_1722902722/Dermatology.csv,Centers for Medicare & Medicaid Services (CMS),Dermatology,Returns dermatology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns dermatology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/20ea6e922a2c3ecbdf266b128a18c13a_1722902722/Dermatology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Dermatology.csv""}], ""identifier"": ""d796-7f06"", ""issued"": ""2024-08-05"", ""keyword"": [""Dermatology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/d796-7f06"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Dermatology Office Visit Costs""}"
32d8-3235,Dentist Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/32d8-3235,https://data.cms.gov/provider-data/sites/default/files/resources/43981be93f4eec32cd9ec2e77f529fa6_1722902721/Dentist.csv,Centers for Medicare & Medicaid Services (CMS),Dentist,Returns dentist office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns dentist office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/43981be93f4eec32cd9ec2e77f529fa6_1722902721/Dentist.csv"", ""mediaType"": ""text/csv"", ""title"": ""Dentist.csv""}], ""identifier"": ""32d8-3235"", ""issued"": ""2024-08-05"", ""keyword"": [""Dentist""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/32d8-3235"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Dentist Office Visit Costs""}"
c8a8-342e,Critical Care (Intensivists) Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/c8a8-342e,https://data.cms.gov/provider-data/sites/default/files/resources/e5c72925603621ced4c80432cc3bc8fb_1722902721/Critical_Care_Intensivists.csv,Centers for Medicare & Medicaid Services (CMS),Critical Care (Intensivists),Returns critical care (intensivists) office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns critical care (intensivists) office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/e5c72925603621ced4c80432cc3bc8fb_1722902721/Critical_Care_Intensivists.csv"", ""mediaType"": ""text/csv"", ""title"": ""Critical_Care_Intensivists.csv""}], ""identifier"": ""c8a8-342e"", ""issued"": ""2024-08-05"", ""keyword"": [""Critical Care (Intensivists)""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/c8a8-342e"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Critical Care (Intensivists) Office Visit Costs""}"
bd7d-078a,Colorectal Surgery (Proctology) Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/bd7d-078a,https://data.cms.gov/provider-data/sites/default/files/resources/9410a43e6a0602517d74b3a8a61f4cce_1722902720/Colorectal_Surgery_Proctology.csv,Centers for Medicare & Medicaid Services (CMS),Colorectal Surgery (Proctology),Returns colorectal surgery (proctology) office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns colorectal surgery (proctology) office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/9410a43e6a0602517d74b3a8a61f4cce_1722902720/Colorectal_Surgery_Proctology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Colorectal_Surgery_Proctology.csv""}], ""identifier"": ""bd7d-078a"", ""issued"": ""2024-08-05"", ""keyword"": [""Colorectal Surgery (Proctology)""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/bd7d-078a"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Colorectal Surgery (Proctology) Office Visit Costs""}"
adba-1d45,Clinical Laboratory Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/adba-1d45,https://data.cms.gov/provider-data/sites/default/files/resources/8321aa019ab9c5279adae26ec5cc37af_1722902719/Clinical_Laboratory.csv,Centers for Medicare & Medicaid Services (CMS),Clinical Laboratory,Returns clinical laboratory office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns clinical laboratory office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/8321aa019ab9c5279adae26ec5cc37af_1722902719/Clinical_Laboratory.csv"", ""mediaType"": ""text/csv"", ""title"": ""Clinical_Laboratory.csv""}], ""identifier"": ""adba-1d45"", ""issued"": ""2024-08-05"", ""keyword"": [""Clinical Laboratory""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/adba-1d45"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Clinical Laboratory Office Visit Costs""}"
94f7-ab53,Clinical Cardiac Electrophysiology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/94f7-ab53,https://data.cms.gov/provider-data/sites/default/files/resources/1a50aa4384acd6138ec8312c851b91fb_1722902718/Clinical_Cardiac_Electrophysiology.csv,Centers for Medicare & Medicaid Services (CMS),Clinical Cardiac Electrophysiology,Returns clinical cardiac electrophysiology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns clinical cardiac electrophysiology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/1a50aa4384acd6138ec8312c851b91fb_1722902718/Clinical_Cardiac_Electrophysiology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Clinical_Cardiac_Electrophysiology.csv""}], ""identifier"": ""94f7-ab53"", ""issued"": ""2024-08-05"", ""keyword"": [""Clinical Cardiac Electrophysiology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/94f7-ab53"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Clinical Cardiac Electrophysiology Office Visit Costs""}"
98d4-0871,Clinic or Group Practice Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/98d4-0871,https://data.cms.gov/provider-data/sites/default/files/resources/473f702e3bdcf3136e20157ea8561853_1722902717/Clinic_or_Group_Practice.csv,Centers for Medicare & Medicaid Services (CMS),Clinic or Group Practice,Returns clinic or group practice office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns clinic or group practice office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/473f702e3bdcf3136e20157ea8561853_1722902717/Clinic_or_Group_Practice.csv"", ""mediaType"": ""text/csv"", ""title"": ""Clinic_or_Group_Practice.csv""}], ""identifier"": ""98d4-0871"", ""issued"": ""2024-08-05"", ""keyword"": [""Clinic or Group Practice""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/98d4-0871"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Clinic or Group Practice Office Visit Costs""}"
3a83-ee2d,Certified Registered Nurse Anesthetist (CRNA) Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/3a83-ee2d,https://data.cms.gov/provider-data/sites/default/files/resources/d3cc3cf2d04ccd5dc696abc182658f85_1722902717/Certified_Registered_Nurse_Anesthetist_CRNA.csv,Centers for Medicare & Medicaid Services (CMS),Certified Registered Nurse Anesthetist (CRNA),Returns certified registered nurse anesthetist (crna) office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns certified registered nurse anesthetist (crna) office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/d3cc3cf2d04ccd5dc696abc182658f85_1722902717/Certified_Registered_Nurse_Anesthetist_CRNA.csv"", ""mediaType"": ""text/csv"", ""title"": ""Certified_Registered_Nurse_Anesthetist_CRNA.csv""}], ""identifier"": ""3a83-ee2d"", ""issued"": ""2024-08-05"", ""keyword"": [""Certified Registered Nurse Anesthetist (CRNA)""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/3a83-ee2d"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Certified Registered Nurse Anesthetist (CRNA) Office Visit Costs""}"
9873-722a,Certified Nurse Midwife Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/9873-722a,https://data.cms.gov/provider-data/sites/default/files/resources/7bdbfe969222b47e2f6a44fbb57a8399_1722902716/Certified_Nurse_Midwife.csv,Centers for Medicare & Medicaid Services (CMS),Certified Nurse Midwife,Returns certified nurse midwife office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns certified nurse midwife office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/7bdbfe969222b47e2f6a44fbb57a8399_1722902716/Certified_Nurse_Midwife.csv"", ""mediaType"": ""text/csv"", ""title"": ""Certified_Nurse_Midwife.csv""}], ""identifier"": ""9873-722a"", ""issued"": ""2024-08-05"", ""keyword"": [""Certified Nurse Midwife""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/9873-722a"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Certified Nurse Midwife Office Visit Costs""}"
